drugname1	drugname2	cell_line	bliss
VINORELBINE	DASATINIB	NCIH460	4.85
VINORELBINE	DINACICLIB	NCIH460	2.7550000000000003
VINORELBINE	ERLOTINIB	NCIH460	8.6025
VINORELBINE	GELDANAMYCIN	NCIH460	1.345
VINORELBINE	LAPATINIB	NCIH460	7.7225
VINORELBINE	MK-2206	NCIH460	6.375
VINORELBINE	MK-4827	NCIH460	2.615
VINORELBINE	MK-5108	NCIH460	-3.035
VINORELBINE	MK-8669	NCIH460	0.5750000000000002
VINORELBINE	MK-8776	NCIH460	1.765
VINORELBINE	PD325901	NCIH460	-0.2525
VINORELBINE	SORAFENIB	NCIH460	4.6525
VINORELBINE	SUNITINIB	NCIH460	6.414999999999999
VINORELBINE	TEMOZOLOMIDE	NCIH460	-1.725
VINORELBINE	ZOLINZA	NCIH460	-2.395
ZOLINZA	ABT-888	NCIH460	-4.725
ZOLINZA	AZD1775	NCIH460	-0.3424999999999998
ZOLINZA	BEZ-235	NCIH460	-1.5475
ZOLINZA	BORTEZOMIB	NCIH460	7.705
ZOLINZA	DASATINIB	NCIH460	-0.6075
ZOLINZA	DINACICLIB	NCIH460	-3.1625
ZOLINZA	ERLOTINIB	NCIH460	-0.2224999999999999
ZOLINZA	GELDANAMYCIN	NCIH460	-9.04
ZOLINZA	GEMCITABINE	NCIH460	0.8925000000000001
ZOLINZA	LAPATINIB	NCIH460	-4.11
ZOLINZA	MK-2206	NCIH460	-1.2025
ZOLINZA	MK-4827	NCIH460	3.495
ZOLINZA	MK-5108	NCIH460	-5.9
ZOLINZA	MK-8669	NCIH460	-2.2925
ZOLINZA	MK-8776	NCIH460	-3.2625
ZOLINZA	OXALIPLATIN	NCIH460	-3.9925
ZOLINZA	PD325901	NCIH460	-6.785
ZOLINZA	SN-38	NCIH460	0.82
ZOLINZA	SORAFENIB	NCIH460	5.46
ZOLINZA	SUNITINIB	NCIH460	0.445
ZOLINZA	TEMOZOLOMIDE	NCIH460	0.8350000000000001
ZOLINZA	TOPOTECAN	NCIH460	1.8825
5-FU	ABT-888	NCIH520	3.075
5-FU	AZD1775	NCIH520	0.4525000000000001
5-FU	BEZ-235	NCIH520	1.285
5-FU	BORTEZOMIB	NCIH520	-0.9199999999999998
5-FU	DASATINIB	NCIH520	-3.425
5-FU	DINACICLIB	NCIH520	0.9075
5-FU	ERLOTINIB	NCIH520	0.6825
5-FU	GELDANAMYCIN	NCIH520	-5.165
5-FU	L778123	NCIH520	3.3125
5-FU	LAPATINIB	NCIH520	-1.2975
5-FU	MK-2206	NCIH520	-5.37
5-FU	MK-4827	NCIH520	-2.345
5-FU	MK-5108	NCIH520	-2.15
5-FU	MK-8669	NCIH520	-4.075
5-FU	MK-8776	NCIH520	2.14
5-FU	PD325901	NCIH520	1.8325
5-FU	SORAFENIB	NCIH520	1.1525
5-FU	SUNITINIB	NCIH520	7.074999999999999
5-FU	TEMOZOLOMIDE	NCIH520	-1.8125
5-FU	ZOLINZA	NCIH520	2.57
ABT-888	BEZ-235	NCIH520	13.1475
ABT-888	DINACICLIB	NCIH520	1.29
ABT-888	GELDANAMYCIN	NCIH520	-0.0574999999999999
ABT-888	MK-8669	NCIH520	4.659999999999999
ABT-888	MK-8776	NCIH520	-1.725
ABT-888	OXALIPLATIN	NCIH520	-6.925
ABT-888	SN-38	NCIH520	7.565
ABT-888	SORAFENIB	NCIH520	9.8325
ABT-888	TOPOTECAN	NCIH520	-3.9425
AZD1775	ABT-888	NCIH520	1.7875
AZD1775	BEZ-235	NCIH520	15.28
AZD1775	BORTEZOMIB	NCIH520	2.3725
AZD1775	DASATINIB	NCIH520	6.699999999999999
AZD1775	DINACICLIB	NCIH520	-0.205
AZD1775	ERLOTINIB	NCIH520	1.08
AZD1775	GELDANAMYCIN	NCIH520	-1.4275
AZD1775	LAPATINIB	NCIH520	6.76
AZD1775	MK-2206	NCIH520	2.42
AZD1775	MK-4827	NCIH520	3.1
AZD1775	MK-5108	NCIH520	5.37
AZD1775	MK-8669	NCIH520	7.7175
AZD1775	MK-8776	NCIH520	24.5825
AZD1775	OXALIPLATIN	NCIH520	-4.8275
AZD1775	PD325901	NCIH520	4.77
AZD1775	SN-38	NCIH520	7.7525
AZD1775	SORAFENIB	NCIH520	5.734999999999999
AZD1775	TOPOTECAN	NCIH520	2.025
BEZ-235	DINACICLIB	NCIH520	5.305
BEZ-235	MK-8776	NCIH520	5.077500000000001
BEZ-235	OXALIPLATIN	NCIH520	2.6875
BEZ-235	SN-38	NCIH520	7.74
BEZ-235	SORAFENIB	NCIH520	4.907500000000001
BORTEZOMIB	ABT-888	NCIH520	-1.23
BORTEZOMIB	BEZ-235	NCIH520	4.12
BORTEZOMIB	DASATINIB	NCIH520	0.1149999999999999
BORTEZOMIB	DINACICLIB	NCIH520	-1.35
BORTEZOMIB	GELDANAMYCIN	NCIH520	-4.0425
BORTEZOMIB	MK-8669	NCIH520	3.3625
BORTEZOMIB	MK-8776	NCIH520	-0.7250000000000001
BORTEZOMIB	OXALIPLATIN	NCIH520	-1.66
BORTEZOMIB	SN-38	NCIH520	-3.3875
BORTEZOMIB	SORAFENIB	NCIH520	0.2975000000000001
BORTEZOMIB	TOPOTECAN	NCIH520	-2.0675
CARBOPLATIN	ABT-888	NCIH520	-4.352499999999999
CARBOPLATIN	AZD1775	NCIH520	2.5725
CARBOPLATIN	BEZ-235	NCIH520	9.0675
CARBOPLATIN	BORTEZOMIB	NCIH520	-1.17
CARBOPLATIN	DASATINIB	NCIH520	0.0675
CARBOPLATIN	DINACICLIB	NCIH520	-3.68
CARBOPLATIN	ERLOTINIB	NCIH520	-0.0549999999999998
CARBOPLATIN	GELDANAMYCIN	NCIH520	-5.3575
CARBOPLATIN	L778123	NCIH520	-1.5224999999999995
CARBOPLATIN	LAPATINIB	NCIH520	-0.0799999999999998
CARBOPLATIN	MK-2206	NCIH520	-6.612500000000001
CARBOPLATIN	MK-4827	NCIH520	2.1
CARBOPLATIN	MK-5108	NCIH520	-7.065
CARBOPLATIN	MK-8669	NCIH520	2.05
CARBOPLATIN	MK-8776	NCIH520	3.885
CARBOPLATIN	PD325901	NCIH520	-1.4275000000000002
CARBOPLATIN	SORAFENIB	NCIH520	-0.4374999999999999
CARBOPLATIN	SUNITINIB	NCIH520	9.3125
CARBOPLATIN	TEMOZOLOMIDE	NCIH520	-6.5275
CARBOPLATIN	ZOLINZA	NCIH520	5.42
CYCLOPHOSPHAMIDE	ABT-888	NCIH520	6.69
CYCLOPHOSPHAMIDE	AZD1775	NCIH520	12.455000000000002
CYCLOPHOSPHAMIDE	BEZ-235	NCIH520	15.3375
CYCLOPHOSPHAMIDE	BORTEZOMIB	NCIH520	1.7575
CYCLOPHOSPHAMIDE	DASATINIB	NCIH520	0.7500000000000001
CYCLOPHOSPHAMIDE	DINACICLIB	NCIH520	4.2575
CYCLOPHOSPHAMIDE	ERLOTINIB	NCIH520	7.275
CYCLOPHOSPHAMIDE	GELDANAMYCIN	NCIH520	4.0775
CYCLOPHOSPHAMIDE	L778123	NCIH520	5.3925
CYCLOPHOSPHAMIDE	LAPATINIB	NCIH520	6.3500000000000005
CYCLOPHOSPHAMIDE	MK-2206	NCIH520	1.665
CYCLOPHOSPHAMIDE	MK-4827	NCIH520	4.7
CYCLOPHOSPHAMIDE	MK-5108	NCIH520	7.31
CYCLOPHOSPHAMIDE	MK-8669	NCIH520	8.995000000000001
CYCLOPHOSPHAMIDE	MK-8776	NCIH520	5.067499999999999
CYCLOPHOSPHAMIDE	PD325901	NCIH520	11.71
CYCLOPHOSPHAMIDE	SORAFENIB	NCIH520	9.3775
CYCLOPHOSPHAMIDE	SUNITINIB	NCIH520	15.474999999999998
CYCLOPHOSPHAMIDE	TEMOZOLOMIDE	NCIH520	6.7675
CYCLOPHOSPHAMIDE	ZOLINZA	NCIH520	17.4075
DASATINIB	ABT-888	NCIH520	0.04
DASATINIB	BEZ-235	NCIH520	0.49
DASATINIB	DINACICLIB	NCIH520	-1.825
DASATINIB	GELDANAMYCIN	NCIH520	-11.8875
DASATINIB	MK-8669	NCIH520	2.52
DASATINIB	MK-8776	NCIH520	4.8775
DASATINIB	OXALIPLATIN	NCIH520	-8.6525
DASATINIB	SN-38	NCIH520	1.3175
DASATINIB	SORAFENIB	NCIH520	1.0225
DASATINIB	TOPOTECAN	NCIH520	-1.8375
DEXAMETHASONE	ABT-888	NCIH520	0.765
DEXAMETHASONE	AZD1775	NCIH520	7.085000000000001
DEXAMETHASONE	BEZ-235	NCIH520	12.985
DEXAMETHASONE	BORTEZOMIB	NCIH520	-1.23
DEXAMETHASONE	DASATINIB	NCIH520	3.9275
DEXAMETHASONE	DINACICLIB	NCIH520	3.41
DEXAMETHASONE	ERLOTINIB	NCIH520	3.0725
DEXAMETHASONE	GELDANAMYCIN	NCIH520	-4.109999999999999
DEXAMETHASONE	L778123	NCIH520	5.375
DEXAMETHASONE	LAPATINIB	NCIH520	4.46
DEXAMETHASONE	MK-2206	NCIH520	0.4800000000000001
DEXAMETHASONE	MK-4827	NCIH520	4.7575
DEXAMETHASONE	MK-5108	NCIH520	2.06
DEXAMETHASONE	MK-8669	NCIH520	6.93
DEXAMETHASONE	MK-8776	NCIH520	1.1175
DEXAMETHASONE	PD325901	NCIH520	4.5625
DEXAMETHASONE	SORAFENIB	NCIH520	6.8725000000000005
DEXAMETHASONE	SUNITINIB	NCIH520	14.3375
DEXAMETHASONE	TEMOZOLOMIDE	NCIH520	-4.5775
DEXAMETHASONE	ZOLINZA	NCIH520	8.9825
DINACICLIB	MK-8776	NCIH520	0.8799999999999999
DOXORUBICIN	ABT-888	NCIH520	-4.055000000000001
DOXORUBICIN	AZD1775	NCIH520	4.4975000000000005
DOXORUBICIN	BEZ-235	NCIH520	-0.5499999999999997
DOXORUBICIN	BORTEZOMIB	NCIH520	-3.035
DOXORUBICIN	DASATINIB	NCIH520	-2.5250000000000004
DOXORUBICIN	DINACICLIB	NCIH520	-1.5225
DOXORUBICIN	ERLOTINIB	NCIH520	-1.77
DOXORUBICIN	GELDANAMYCIN	NCIH520	-10.5525
DOXORUBICIN	L778123	NCIH520	-10.677500000000002
DOXORUBICIN	LAPATINIB	NCIH520	-3.5025000000000004
DOXORUBICIN	MK-2206	NCIH520	-4.859999999999999
DOXORUBICIN	MK-4827	NCIH520	-2.0075
DOXORUBICIN	MK-5108	NCIH520	-14.0425
DOXORUBICIN	MK-8669	NCIH520	-1.9475
DOXORUBICIN	MK-8776	NCIH520	4.415
DOXORUBICIN	PD325901	NCIH520	-11.0925
DOXORUBICIN	SORAFENIB	NCIH520	-4.095
DOXORUBICIN	SUNITINIB	NCIH520	-2.5625
DOXORUBICIN	TEMOZOLOMIDE	NCIH520	-2.3625
DOXORUBICIN	ZOLINZA	NCIH520	3.4325
ERLOTINIB	ABT-888	NCIH520	-1.9
ERLOTINIB	BEZ-235	NCIH520	12.66
ERLOTINIB	BORTEZOMIB	NCIH520	1.8975
ERLOTINIB	DASATINIB	NCIH520	3.1525
ERLOTINIB	DINACICLIB	NCIH520	6.352500000000001
ERLOTINIB	GELDANAMYCIN	NCIH520	0.9000000000000001
ERLOTINIB	MK-8669	NCIH520	6.87
ERLOTINIB	MK-8776	NCIH520	2.56
ERLOTINIB	OXALIPLATIN	NCIH520	-7.395
ERLOTINIB	PD325901	NCIH520	0.4075
ERLOTINIB	SN-38	NCIH520	3.8075
ERLOTINIB	SORAFENIB	NCIH520	7.959999999999999
ERLOTINIB	TOPOTECAN	NCIH520	7.8425
ETOPOSIDE	ABT-888	NCIH520	2.47
ETOPOSIDE	AZD1775	NCIH520	2.6225
ETOPOSIDE	BEZ-235	NCIH520	4.0175
ETOPOSIDE	BORTEZOMIB	NCIH520	-2.2225
ETOPOSIDE	DASATINIB	NCIH520	1.3725
ETOPOSIDE	DINACICLIB	NCIH520	-1.5649999999999995
ETOPOSIDE	ERLOTINIB	NCIH520	11.4525
ETOPOSIDE	GELDANAMYCIN	NCIH520	-0.8649999999999998
ETOPOSIDE	LAPATINIB	NCIH520	9.37
ETOPOSIDE	MK-2206	NCIH520	-2.215
ETOPOSIDE	MK-4827	NCIH520	8.15
ETOPOSIDE	MK-5108	NCIH520	-6.050000000000001
ETOPOSIDE	MK-8669	NCIH520	0.8799999999999999
ETOPOSIDE	MK-8776	NCIH520	8.5875
ETOPOSIDE	PD325901	NCIH520	-0.345
ETOPOSIDE	SORAFENIB	NCIH520	5.657500000000001
ETOPOSIDE	SUNITINIB	NCIH520	9.85
ETOPOSIDE	TEMOZOLOMIDE	NCIH520	-1.8625000000000005
ETOPOSIDE	ZOLINZA	NCIH520	7.9275
GELDANAMYCIN	BEZ-235	NCIH520	-0.2225
GELDANAMYCIN	DINACICLIB	NCIH520	1.4675
GELDANAMYCIN	MK-8776	NCIH520	-0.855
GELDANAMYCIN	OXALIPLATIN	NCIH520	-6.9975
GELDANAMYCIN	SN-38	NCIH520	0.5875
GELDANAMYCIN	SORAFENIB	NCIH520	0.7475
GELDANAMYCIN	TOPOTECAN	NCIH520	-4.65
GEMCITABINE	ABT-888	NCIH520	2.9750000000000005
GEMCITABINE	AZD1775	NCIH520	23.47
GEMCITABINE	BEZ-235	NCIH520	8.5625
GEMCITABINE	BORTEZOMIB	NCIH520	4.9625
GEMCITABINE	DASATINIB	NCIH520	3.96
GEMCITABINE	DINACICLIB	NCIH520	5.505
GEMCITABINE	ERLOTINIB	NCIH520	10.4525
GEMCITABINE	GELDANAMYCIN	NCIH520	-0.98
GEMCITABINE	LAPATINIB	NCIH520	5.3525
GEMCITABINE	MK-2206	NCIH520	1.8275
GEMCITABINE	MK-4827	NCIH520	6.095000000000001
GEMCITABINE	MK-5108	NCIH520	4.66
GEMCITABINE	MK-8669	NCIH520	8.82
GEMCITABINE	MK-8776	NCIH520	27.545
GEMCITABINE	PD325901	NCIH520	17.91
GEMCITABINE	SORAFENIB	NCIH520	2.0325
GEMCITABINE	SUNITINIB	NCIH520	8.64
GEMCITABINE	TEMOZOLOMIDE	NCIH520	10.2025
L778123	ABT-888	NCIH520	0.5025
L778123	AZD1775	NCIH520	14.885
L778123	BEZ-235	NCIH520	11.725
L778123	BORTEZOMIB	NCIH520	1.1949999999999998
L778123	DASATINIB	NCIH520	6.2375
L778123	DINACICLIB	NCIH520	2.5425
L778123	ERLOTINIB	NCIH520	6.2225
L778123	ETOPOSIDE	NCIH520	-0.37
L778123	GELDANAMYCIN	NCIH520	-1.2824999999999998
L778123	GEMCITABINE	NCIH520	5.07
L778123	LAPATINIB	NCIH520	5.657500000000001
L778123	MK-2206	NCIH520	2.4525
L778123	MK-4827	NCIH520	1.435
L778123	MK-5108	NCIH520	-2.56
L778123	MK-8669	NCIH520	14.79
L778123	MK-8776	NCIH520	-0.0725
L778123	OXALIPLATIN	NCIH520	-1.7725
L778123	PD325901	NCIH520	10.935
L778123	SN-38	NCIH520	-3.3875
L778123	SORAFENIB	NCIH520	8.237499999999999
L778123	SUNITINIB	NCIH520	16.9525
L778123	TEMOZOLOMIDE	NCIH520	0.7
L778123	TOPOTECAN	NCIH520	0.7725
L778123	VINORELBINE	NCIH520	-8.8625
L778123	ZOLINZA	NCIH520	6.6575
LAPATINIB	ABT-888	NCIH520	-0.6449999999999999
LAPATINIB	BEZ-235	NCIH520	11.305
LAPATINIB	BORTEZOMIB	NCIH520	2.625
LAPATINIB	DASATINIB	NCIH520	2.9725
LAPATINIB	DINACICLIB	NCIH520	4.48
LAPATINIB	ERLOTINIB	NCIH520	8.75
LAPATINIB	GELDANAMYCIN	NCIH520	3.1025
LAPATINIB	MK-2206	NCIH520	-3.1600000000000006
LAPATINIB	MK-4827	NCIH520	4.3375
LAPATINIB	MK-5108	NCIH520	-2.4624999999999995
LAPATINIB	MK-8669	NCIH520	1.4275
LAPATINIB	MK-8776	NCIH520	-4.6850000000000005
LAPATINIB	OXALIPLATIN	NCIH520	-6.4525
LAPATINIB	PD325901	NCIH520	6.639999999999999
LAPATINIB	SN-38	NCIH520	0.9925
LAPATINIB	SORAFENIB	NCIH520	11.36
LAPATINIB	TOPOTECAN	NCIH520	-3.6025
METFORMIN	ABT-888	NCIH520	-2.7
METFORMIN	AZD1775	NCIH520	4.827500000000001
METFORMIN	BEZ-235	NCIH520	10.0275
METFORMIN	BORTEZOMIB	NCIH520	0.9825
METFORMIN	DASATINIB	NCIH520	0.12
METFORMIN	DINACICLIB	NCIH520	-0.5150000000000001
METFORMIN	ERLOTINIB	NCIH520	-2.7575000000000003
METFORMIN	GELDANAMYCIN	NCIH520	-3.4225000000000003
METFORMIN	L778123	NCIH520	4.395
METFORMIN	LAPATINIB	NCIH520	-0.595
METFORMIN	MK-2206	NCIH520	-1.83
METFORMIN	MK-4827	NCIH520	-0.905
METFORMIN	MK-5108	NCIH520	0.2999999999999997
METFORMIN	MK-8669	NCIH520	0.5775000000000001
METFORMIN	MK-8776	NCIH520	-3.7925
METFORMIN	PD325901	NCIH520	0.9574999999999998
METFORMIN	SORAFENIB	NCIH520	5.855
METFORMIN	SUNITINIB	NCIH520	11.4825
METFORMIN	TEMOZOLOMIDE	NCIH520	-3.9075
METFORMIN	ZOLINZA	NCIH520	7.7225
METHOTREXATE	ABT-888	NCIH520	1.29
METHOTREXATE	AZD1775	NCIH520	-3.575
METHOTREXATE	BEZ-235	NCIH520	0.92
METHOTREXATE	BORTEZOMIB	NCIH520	-0.765
METHOTREXATE	DASATINIB	NCIH520	-9.0625
METHOTREXATE	DINACICLIB	NCIH520	4.922499999999999
METHOTREXATE	ERLOTINIB	NCIH520	1.6075
METHOTREXATE	GELDANAMYCIN	NCIH520	-4.9175
METHOTREXATE	L778123	NCIH520	-1.8225
METHOTREXATE	LAPATINIB	NCIH520	-2.8525000000000005
METHOTREXATE	MK-2206	NCIH520	-7.865
METHOTREXATE	MK-4827	NCIH520	-6.6175
METHOTREXATE	MK-5108	NCIH520	-4.2925
METHOTREXATE	MK-8669	NCIH520	-1.9425
METHOTREXATE	MK-8776	NCIH520	-2.7350000000000003
METHOTREXATE	PD325901	NCIH520	4.4175
METHOTREXATE	SORAFENIB	NCIH520	1.1575000000000002
METHOTREXATE	SUNITINIB	NCIH520	-1.0175
METHOTREXATE	TEMOZOLOMIDE	NCIH520	-1.93
METHOTREXATE	ZOLINZA	NCIH520	1.8775
MITOMYCINE	ABT-888	NCIH520	1.2175
MITOMYCINE	AZD1775	NCIH520	0.7375
MITOMYCINE	BEZ-235	NCIH520	-0.575
MITOMYCINE	BORTEZOMIB	NCIH520	-2.3600000000000003
MITOMYCINE	DASATINIB	NCIH520	-1.385
MITOMYCINE	DINACICLIB	NCIH520	-0.52
MITOMYCINE	ERLOTINIB	NCIH520	-19.73
MITOMYCINE	GELDANAMYCIN	NCIH520	-8.435
MITOMYCINE	L778123	NCIH520	-15.0575
MITOMYCINE	LAPATINIB	NCIH520	0.85
MITOMYCINE	MK-2206	NCIH520	-3.5475
MITOMYCINE	MK-4827	NCIH520	-3.5
MITOMYCINE	MK-5108	NCIH520	-12.23
MITOMYCINE	MK-8669	NCIH520	-2.315
MITOMYCINE	MK-8776	NCIH520	6.3375
MITOMYCINE	PD325901	NCIH520	-0.8175
MITOMYCINE	SORAFENIB	NCIH520	-20.0275
MITOMYCINE	SUNITINIB	NCIH520	-0.495
MITOMYCINE	TEMOZOLOMIDE	NCIH520	-0.835
MITOMYCINE	ZOLINZA	NCIH520	4.8575
MK-2206	ABT-888	NCIH520	-1.135
MK-2206	BEZ-235	NCIH520	-1.5025
MK-2206	BORTEZOMIB	NCIH520	-3.7325
MK-2206	DASATINIB	NCIH520	-2.51
MK-2206	DINACICLIB	NCIH520	-2.2525
MK-2206	ERLOTINIB	NCIH520	0.5425
MK-2206	GELDANAMYCIN	NCIH520	-13.515
MK-2206	MK-8669	NCIH520	-1.3475
MK-2206	MK-8776	NCIH520	-0.0524999999999999
MK-2206	OXALIPLATIN	NCIH520	-12.3825
MK-2206	PD325901	NCIH520	-3.4200000000000004
MK-2206	SN-38	NCIH520	-1.58
MK-2206	SORAFENIB	NCIH520	1.8075
MK-2206	TOPOTECAN	NCIH520	-2.07
MK-4541	5-FU	NCIH520	-3.0275
MK-4541	ABT-888	NCIH520	3.725
MK-4541	AZD1775	NCIH520	4.2575
MK-4541	BEZ-235	NCIH520	9.785
MK-4541	BORTEZOMIB	NCIH520	0.0549999999999997
MK-4541	CARBOPLATIN	NCIH520	-8.415000000000001
MK-4541	CYCLOPHOSPHAMIDE	NCIH520	4.2925
MK-4541	DASATINIB	NCIH520	-0.9125
MK-4541	DEXAMETHASONE	NCIH520	2.7225
MK-4541	DINACICLIB	NCIH520	0.4975
MK-4541	DOXORUBICIN	NCIH520	-0.3299999999999999
MK-4541	ERLOTINIB	NCIH520	1.5074999999999998
MK-4541	ETOPOSIDE	NCIH520	-0.7275
MK-4541	GELDANAMYCIN	NCIH520	1.475
MK-4541	GEMCITABINE	NCIH520	5.9825
MK-4541	L778123	NCIH520	3.05
MK-4541	LAPATINIB	NCIH520	0.6275
MK-4541	METFORMIN	NCIH520	-5.08
MK-4541	METHOTREXATE	NCIH520	-3.7825
MK-4541	MITOMYCINE	NCIH520	-3.09
MK-4541	MK-2206	NCIH520	2.2725000000000004
MK-4541	MK-4827	NCIH520	-1.7450000000000003
MK-4541	MK-5108	NCIH520	4.2075
MK-4541	MK-8669	NCIH520	-1.3275
MK-4541	MK-8776	NCIH520	-5.500000000000001
MK-4541	MRK-003	NCIH520	0.5575000000000002
MK-4541	OXALIPLATIN	NCIH520	-2.35
MK-4541	PACLITAXEL	NCIH520	-1.2925
MK-4541	PD325901	NCIH520	3.6525
MK-4541	SN-38	NCIH520	-1.3075
MK-4541	SORAFENIB	NCIH520	5.415
MK-4541	SUNITINIB	NCIH520	11.24
MK-4541	TEMOZOLOMIDE	NCIH520	-5.362500000000001
MK-4541	TOPOTECAN	NCIH520	2.01
MK-4541	VINBLASTINE	NCIH520	-11.7025
MK-4541	VINORELBINE	NCIH520	-2.43
MK-4541	ZOLINZA	NCIH520	6.065
MK-4827	ABT-888	NCIH520	-6.4475
MK-4827	BEZ-235	NCIH520	4.785
MK-4827	BORTEZOMIB	NCIH520	-1.9175
MK-4827	DASATINIB	NCIH520	1.52
MK-4827	DINACICLIB	NCIH520	-2.645
MK-4827	ERLOTINIB	NCIH520	0.8574999999999999
MK-4827	GELDANAMYCIN	NCIH520	-4.5725
MK-4827	MK-2206	NCIH520	-1.0225
MK-4827	MK-8669	NCIH520	-0.7475
MK-4827	MK-8776	NCIH520	3.91
MK-4827	OXALIPLATIN	NCIH520	-2.7325
MK-4827	PD325901	NCIH520	-1.03
MK-4827	SN-38	NCIH520	5.9975
MK-4827	SORAFENIB	NCIH520	5.025
MK-4827	TOPOTECAN	NCIH520	0.4325000000000001
MK-5108	ABT-888	NCIH520	-1.4425
MK-5108	BEZ-235	NCIH520	5.4
MK-5108	BORTEZOMIB	NCIH520	-1.6625
MK-5108	DASATINIB	NCIH520	-1.485
MK-5108	DINACICLIB	NCIH520	-5.3025
MK-5108	ERLOTINIB	NCIH520	0.0874999999999999
MK-5108	GELDANAMYCIN	NCIH520	-5.5775
MK-5108	MK-2206	NCIH520	-1.6725
MK-5108	MK-4827	NCIH520	-7.705000000000001
MK-5108	MK-8669	NCIH520	1.0725
MK-5108	MK-8776	NCIH520	-9.025
MK-5108	OXALIPLATIN	NCIH520	-8.037500000000001
MK-5108	PD325901	NCIH520	-0.98
MK-5108	SN-38	NCIH520	-11.4575
MK-5108	SORAFENIB	NCIH520	1.64
MK-5108	TOPOTECAN	NCIH520	-5.797499999999999
MK-8669	BEZ-235	NCIH520	18.3475
MK-8669	DINACICLIB	NCIH520	-0.6799999999999999
MK-8669	GELDANAMYCIN	NCIH520	-0.16
MK-8669	MK-8776	NCIH520	-3.975
MK-8669	OXALIPLATIN	NCIH520	-8.3575
MK-8669	SN-38	NCIH520	-2.28
MK-8669	SORAFENIB	NCIH520	4.5975
MK-8669	TOPOTECAN	NCIH520	-0.0999999999999999
MRK-003	5-FU	NCIH520	-7.077500000000001
MRK-003	ABT-888	NCIH520	2.7675
MRK-003	AZD1775	NCIH520	4.38
MRK-003	BEZ-235	NCIH520	8.057500000000001
MRK-003	BORTEZOMIB	NCIH520	0.5075000000000001
MRK-003	CARBOPLATIN	NCIH520	-4.29
MRK-003	CYCLOPHOSPHAMIDE	NCIH520	3.405
MRK-003	DASATINIB	NCIH520	3.6075
MRK-003	DEXAMETHASONE	NCIH520	5.4
MRK-003	DINACICLIB	NCIH520	-0.2950000000000001
MRK-003	DOXORUBICIN	NCIH520	-8.35
MRK-003	ERLOTINIB	NCIH520	0.835
MRK-003	ETOPOSIDE	NCIH520	-2.2675
MRK-003	GELDANAMYCIN	NCIH520	-5.105
MRK-003	GEMCITABINE	NCIH520	6.0975
MRK-003	L778123	NCIH520	0.4875
MRK-003	LAPATINIB	NCIH520	6.785
MRK-003	METFORMIN	NCIH520	0.7
MRK-003	METHOTREXATE	NCIH520	-4.23
MRK-003	MITOMYCINE	NCIH520	-6.9525
MRK-003	MK-2206	NCIH520	1.5749999999999995
MRK-003	MK-4827	NCIH520	0.3624999999999999
MRK-003	MK-5108	NCIH520	-3.865
MRK-003	MK-8669	NCIH520	3.965
MRK-003	MK-8776	NCIH520	-1.5625
MRK-003	OXALIPLATIN	NCIH520	-12.2575
MRK-003	PACLITAXEL	NCIH520	0.3549999999999999
MRK-003	PD325901	NCIH520	3.075
MRK-003	SN-38	NCIH520	-3.095
MRK-003	SORAFENIB	NCIH520	10.66
MRK-003	SUNITINIB	NCIH520	19.51
MRK-003	TEMOZOLOMIDE	NCIH520	-1.1224999999999998
MRK-003	TOPOTECAN	NCIH520	-0.1649999999999999
MRK-003	VINBLASTINE	NCIH520	0.57
MRK-003	VINORELBINE	NCIH520	-3.5075
MRK-003	ZOLINZA	NCIH520	4.3775
OXALIPLATIN	DINACICLIB	NCIH520	-1.8725
OXALIPLATIN	MK-8776	NCIH520	-2.8875
OXALIPLATIN	SORAFENIB	NCIH520	-3.595
PACLITAXEL	ABT-888	NCIH520	0.9475
PACLITAXEL	AZD1775	NCIH520	3.165
PACLITAXEL	BEZ-235	NCIH520	0.7775
PACLITAXEL	BORTEZOMIB	NCIH520	-1.8325
PACLITAXEL	DASATINIB	NCIH520	-0.615
PACLITAXEL	DINACICLIB	NCIH520	-0.1524999999999999
PACLITAXEL	ERLOTINIB	NCIH520	-1.11
PACLITAXEL	GELDANAMYCIN	NCIH520	-8.08
PACLITAXEL	L778123	NCIH520	-1.6525
PACLITAXEL	LAPATINIB	NCIH520	-0.6175000000000002
PACLITAXEL	MK-2206	NCIH520	-0.04
PACLITAXEL	MK-4827	NCIH520	-8.3275
PACLITAXEL	MK-5108	NCIH520	0.935
PACLITAXEL	MK-8669	NCIH520	2.0275
PACLITAXEL	MK-8776	NCIH520	-6.220000000000001
PACLITAXEL	PD325901	NCIH520	-0.1525
PACLITAXEL	SORAFENIB	NCIH520	0.9025
PACLITAXEL	SUNITINIB	NCIH520	6.0975
PACLITAXEL	TEMOZOLOMIDE	NCIH520	-0.2524999999999997
PACLITAXEL	ZOLINZA	NCIH520	7.909999999999999
PD325901	ABT-888	NCIH520	7.8375
PD325901	BEZ-235	NCIH520	13.5075
PD325901	BORTEZOMIB	NCIH520	1.025
PD325901	DASATINIB	NCIH520	-17.4175
PD325901	DINACICLIB	NCIH520	-0.43
PD325901	GELDANAMYCIN	NCIH520	-3.18
PD325901	MK-8669	NCIH520	4.2425
PD325901	MK-8776	NCIH520	-5.664999999999999
PD325901	OXALIPLATIN	NCIH520	-2.3800000000000003
PD325901	SN-38	NCIH520	1.9825
PD325901	SORAFENIB	NCIH520	9.364999999999998
